[6, 11, 0, 4, 1, 7]
[19, 164, 2, 4, 3, 8]
[3, 5, 0, 4, 1, 10]
[2, 3, 0, 3, 0, 44]
[5, 10, 0, 4, 1, 18]
[16, 114, 2, 4, 4, 12]
[6, 15, 0, 4, 3, 6]
[2, 3, 0, 3, 0, 16]
[3, 5, 0, 3, 0, 6]
[16, 111, 17, 7, 8, 7]
[3, 5, 0, 3, 0, 2]
[2, 3, 0, 3, 0, 3]
[2, 3, 0, 3, 0, 3]
[2, 3, 0, 3, 0, 3]
[14, 30, 0, 4, 2, 12]
[5, 11, 0, 3, 2, 7]
[8, 25, 0, 4, 2, 7]
[3, 5, 0, 3, 0, 6]
[3, 5, 0, 3, 0, 6]
[3, 5, 0, 3, 0, 6]
[23, 238, 3, 4, 3, 11]
[20, 183, 5, 4, 4, 21]
[4, 6, 0, 4, 1, 7]
[5, 10, 0, 4, 2, 12]
[29, 406, 0, 4, 4, 21]
[5, 9, 0, 4, 1, 6]
[10, 33, 0, 4, 2, 7]
[6, 10, 0, 4, 1, 6]
[2, 2, 0, 4, 0, 4]
[5, 9, 0, 4, 1, 4]
[3, 5, 0, 3, 0, 3]
[9, 27, 0, 5, 3, 8]
[5, 10, 0, 4, 2, 10]
[6, 15, 0, 4, 2, 9]
[6, 18, 0, 4, 2, 7]
[2, 3, 0, 3, 0, 5]
[8, 15, 0, 5, 2, 7]
[10, 39, 0, 4, 3, 7]
[7, 21, 0, 5, 3, 6]
[2, 3, 0, 3, 0, 4]
[4, 9, 0, 4, 2, 7]
[6, 18, 0, 4, 2, 7]
[2, 3, 0, 3, 0, 5]
[10, 28, 0, 5, 3, 7]
[7, 21, 0, 5, 3, 5]
[4, 9, 0, 4, 2, 7]
[7, 21, 0, 5, 3, 6]
[10, 44, 0, 4, 3, 7]
[6, 18, 0, 4, 2, 9]
[4, 6, 0, 4, 1, 7]
[9, 31, 0, 4, 3, 8]
[4, 9, 0, 4, 2, 7]
[4, 9, 0, 4, 2, 9]
[2, 2, 0, 4, 0, 4]
[5, 10, 0, 4, 1, 7]
[3, 5, 0, 3, 0, 12]
[7, 15, 0, 4, 1, 4]
[6, 15, 0, 5, 1, 7]
[3, 5, 0, 4, 1, 3]
[9, 27, 0, 5, 4, 5]
[2, 2, 0, 4, 0, 4]
[2, 2, 0, 4, 0, 4]
[7, 21, 0, 4, 3, 9]
[6, 10, 0, 6, 1, 7]
[10, 24, 0, 4, 2, 10]
[43, 845, 0, 4, 4, 12]
[2, 3, 0, 3, 0, 7]
[4, 6, 0, 5, 3, 67]
[3, 5, 0, 3, 0, 6]
