[2, 2, 0, 1, 0, 10]
[4, 7, 0, 2, 1, 10]
[7, 21, 2, 3, 3, 8]
[4, 7, 0, 2, 1, 10]
[4, 7, 0, 2, 1, 18]
[14, 98, 0, 4, 3, 11]
[8, 27, 0, 4, 3, 19]
[5, 7, 2, 3, 2, 11]
[9, 29, 0, 5, 2, 13]
[12, 50, 0, 5, 3, 10]
[3, 5, 0, 3, 0, 7]
[3, 5, 0, 3, 0, 8]
[10, 31, 3, 3, 3, 22]
[7, 27, 0, 2, 1, 69]
[2, 3, 0, 3, 0, 4]
[2, 3, 0, 3, 0, 23]
[47, 817, 0, 4, 4, 16]
[2, 3, 0, 3, 0, 23]
[8, 26, 0, 3, 2, 15]
[14, 41, 1, 3, 2, 17]
[2, 2, 0, 1, 0, 5]
[4, 7, 0, 2, 1, 22]
[2, 3, 0, 3, 0, 7]
[2, 3, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 4]
[2, 3, 0, 3, 0, 4]
[2, 3, 0, 3, 0, 7]
[10, 31, 4, 3, 3, 34]
[3, 6, 0, 2, 0, 7]
[3, 6, 0, 2, 0, 7]
[2, 3, 0, 3, 0, 4]
[2, 2, 0, 1, 0, 8]
[18, 75, 12, 4, 6, 14]
[5, 7, 2, 3, 2, 35]
[5, 16, 0, 3, 1, 15]
[8, 35, 0, 4, 2, 21]
[2, 2, 0, 4, 0, 8]
[6, 11, 0, 3, 2, 10]
[4, 6, 0, 4, 1, 6]
[6, 13, 0, 4, 1, 10]
[4, 10, 0, 2, 1, 8]
[22, 122, 2, 4, 4, 13]
[2, 3, 0, 3, 0, 40]
[5, 16, 0, 1, 1, 23]
[3, 6, 0, 2, 1, 8]
[2, 2, 0, 1, 0, 14]
[5, 14, 0, 2, 2, 11]
[2, 3, 0, 3, 0, 4]
[14, 75, 0, 4, 3, 10]
[5, 6, 0, 4, 1, 13]
[4, 7, 0, 2, 1, 22]
[5, 7, 2, 3, 2, 22]
[30, 227, 4, 4, 4, 23]
[7, 19, 0, 3, 2, 26]
[3, 5, 0, 3, 0, 31]
[3, 5, 0, 3, 0, 11]
[4, 7, 0, 2, 1, 22]
[5, 7, 2, 3, 2, 22]
[22, 135, 4, 4, 4, 21]
[2, 1, 0, 4, 0, 4]
[2, 4, 0, 1, 0, 4]
[2, 3, 0, 3, 0, 6]
[6, 13, 1, 3, 2, 17]
[2, 2, 0, 1, 0, 6]
[3, 6, 0, 2, 0, 127]
[2, 3, 0, 3, 0, 4]
[8, 15, 0, 4, 1, 8]
[7, 13, 6, 4, 4, 16]
[5, 8, 0, 4, 1, 11]
[13, 57, 3, 3, 3, 5]
[7, 21, 0, 3, 2, 7]
[5, 7, 2, 3, 2, 10]
[6, 13, 3, 4, 3, 6]
[2, 4, 0, 1, 0, 3]
[4, 7, 0, 2, 1, 9]
[9, 21, 3, 3, 3, 8]
[9, 22, 1, 4, 2, 7]
[2, 3, 0, 3, 0, 3]
[2, 3, 0, 3, 0, 3]
[8, 17, 1, 3, 2, 8]
[12, 47, 0, 4, 2, 10]
[5, 7, 2, 3, 2, 8]
[2, 3, 0, 3, 0, 18]
[5, 10, 0, 4, 2, 6]
[2, 3, 0, 3, 0, 4]
[10, 27, 2, 4, 3, 10]
[5, 14, 0, 3, 1, 6]
[5, 14, 0, 3, 1, 6]
[5, 14, 0, 3, 1, 8]
[5, 14, 0, 3, 1, 6]
[5, 14, 0, 3, 1, 6]
[4, 6, 0, 4, 1, 6]
[8, 21, 2, 3, 2, 12]
[51, 711, 3, 5, 4, 20]
[26, 220, 0, 5, 5, 19]
[25, 263, 4, 3, 3, 13]
[34, 507, 5, 4, 5, 24]
[6, 15, 0, 5, 1, 12]
[10, 41, 0, 2, 1, 12]
[2, 4, 0, 1, 0, 9]
[2, 3, 0, 3, 0, 4]
[8, 16, 0, 4, 1, 6]
[5, 9, 0, 4, 1, 6]
[3, 5, 0, 3, 0, 4]
[2, 3, 0, 3, 0, 8]
[4, 7, 0, 4, 1, 8]
[4, 6, 0, 4, 2, 4]
[4, 6, 0, 4, 2, 4]
[4, 6, 0, 4, 2, 4]
[2, 3, 0, 3, 0, 45]
[9, 30, 0, 4, 3, 29]
[2, 3, 0, 3, 0, 10]
[3, 5, 0, 3, 0, 29]
[2, 3, 0, 3, 0, 10]
[2, 3, 0, 3, 0, 10]
[19, 122, 1, 4, 4, 19]
[2, 3, 0, 3, 0, 6]
[14, 65, 2, 4, 5, 8]
[3, 4, 0, 2, 0, 17]
[2, 3, 0, 3, 0, 11]
[27, 241, 0, 4, 3, 15]
[4, 6, 0, 4, 1, 5]
[2, 3, 0, 3, 0, 17]
[9, 18, 0, 4, 1, 23]
[7, 23, 1, 3, 2, 24]
[5, 9, 0, 4, 1, 23]
[2, 4, 0, 1, 0, 19]
[6, 21, 0, 4, 1, 21]
[5, 10, 1, 4, 2, 33]
[2, 3, 0, 3, 0, 23]
[3, 5, 0, 3, 0, 20]
[13, 37, 0, 4, 2, 18]
[6, 8, 2, 4, 2, 22]
[3, 5, 0, 3, 0, 20]
[3, 5, 0, 3, 0, 30]
[2, 2, 0, 1, 0, 3]
[2, 3, 0, 3, 0, 10]
[3, 3, 0, 3, 0, 14]
[4, 6, 0, 4, 1, 12]
[3, 3, 0, 3, 0, 24]
[3, 5, 0, 3, 0, 22]
[3, 5, 0, 3, 0, 20]
[7, 12, 0, 3, 1, 27]
[8, 16, 0, 3, 1, 19]
[8, 16, 0, 3, 1, 23]
[6, 12, 0, 3, 1, 48]
[8, 18, 0, 3, 1, 17]
[3, 5, 0, 3, 0, 20]
[10, 23, 1, 4, 2, 8]
[10, 43, 0, 4, 3, 24]
[10, 40, 3, 4, 3, 14]
[2, 2, 0, 1, 0, 9]
[3, 5, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 10]
[16, 77, 0, 4, 3, 27]
[21, 124, 0, 4, 3, 11]
[5, 15, 0, 3, 1, 6]
[5, 15, 0, 3, 1, 6]
[9, 27, 0, 4, 2, 7]
[8, 22, 0, 3, 2, 9]
[10, 24, 0, 4, 2, 11]
[2, 3, 0, 3, 0, 10]
[4, 6, 0, 4, 1, 9]
[13, 69, 0, 4, 2, 24]
[13, 70, 0, 4, 2, 12]
[7, 16, 0, 3, 1, 20]
[32, 391, 0, 5, 3, 11]
[3, 3, 2, 3, 2, 16]
[3, 3, 2, 3, 2, 26]
[7, 12, 2, 4, 2, 39]
[3, 5, 0, 3, 0, 6]
[4, 7, 2, 3, 2, 12]
[3, 5, 0, 3, 0, 24]
[4, 7, 2, 3, 2, 6]
[3, 5, 0, 4, 1, 6]
[3, 5, 0, 4, 1, 6]
[9, 48, 2, 3, 3, 13]
[9, 48, 3, 3, 3, 8]
[6, 11, 0, 4, 1, 16]
[7, 21, 3, 3, 3, 6]
[3, 5, 0, 3, 0, 6]
[3, 5, 0, 3, 0, 3]
[3, 5, 0, 3, 0, 15]
[4, 9, 0, 4, 1, 26]
[17, 90, 0, 4, 3, 7]
[18, 69, 0, 4, 2, 17]
[14, 50, 0, 5, 3, 15]
[21, 113, 0, 5, 3, 17]
[24, 382, 4, 3, 3, 8]
[4, 7, 2, 3, 2, 6]
[3, 5, 0, 3, 0, 15]
[6, 11, 0, 4, 1, 16]
[12, 82, 3, 3, 3, 11]
[11, 30, 2, 5, 4, 10]
[3, 5, 0, 4, 1, 14]
[5, 10, 0, 4, 2, 4]
[3, 5, 0, 3, 0, 6]
[10, 28, 0, 4, 2, 39]
[3, 5, 0, 3, 0, 3]
[11, 34, 0, 4, 3, 9]
[14, 55, 0, 5, 3, 8]
[8, 31, 2, 3, 3, 10]
[9, 27, 0, 5, 3, 5]
[2, 3, 0, 3, 0, 4]
[11, 41, 0, 3, 3, 4]
[8, 19, 1, 4, 2, 5]
[13, 63, 1, 5, 2, 6]
[2, 4, 0, 1, 0, 4]
[2, 4, 0, 1, 0, 4]
[2, 4, 0, 1, 0, 3]
[2, 4, 0, 1, 0, 3]
[3, 5, 0, 3, 0, 7]
[4, 7, 2, 3, 2, 19]
[33, 394, 3, 4, 4, 19]
[20, 153, 0, 5, 4, 22]
[30, 421, 2, 4, 4, 18]
[10, 31, 5, 4, 4, 22]
[33, 403, 0, 4, 4, 17]
[76, 1795, 2, 5, 4, 15]
[6, 22, 0, 3, 2, 19]
[4, 8, 0, 2, 1, 28]
[13, 31, 0, 2, 1, 4]
[18, 41, 0, 2, 1, 4]
[2, 2, 0, 1, 0, 9]
[9, 27, 0, 4, 2, 20]
[4, 7, 2, 3, 2, 7]
[20, 99, 1, 4, 3, 10]
[19, 211, 2, 3, 3, 17]
[21, 197, 5, 4, 4, 12]
[15, 118, 2, 3, 3, 10]
[4, 7, 0, 2, 1, 5]
[30, 439, 4, 4, 4, 12]
[12, 68, 3, 3, 3, 9]
[8, 31, 4, 3, 3, 7]
[5, 10, 0, 4, 2, 8]
[3, 3, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 18]
[8, 29, 1, 3, 3, 12]
[14, 98, 2, 4, 4, 10]
[2, 3, 0, 3, 0, 8]
[13, 67, 5, 4, 4, 17]
[14, 55, 0, 5, 2, 7]
[6, 23, 1, 3, 2, 29]
[5, 14, 0, 3, 1, 5]
[6, 14, 0, 3, 2, 14]
[15, 105, 3, 3, 3, 7]
[4, 9, 0, 5, 1, 4]
[3, 3, 2, 3, 2, 12]
[3, 3, 2, 3, 2, 16]
[6, 15, 1, 4, 3, 14]
[7, 13, 3, 4, 4, 6]
[6, 14, 0, 3, 2, 15]
[6, 9, 7, 5, 4, 21]
[4, 7, 2, 3, 2, 4]
[3, 3, 2, 3, 2, 11]
[3, 5, 0, 3, 0, 6]
[3, 3, 0, 3, 0, 47]
[8, 31, 2, 3, 3, 5]
[6, 15, 0, 4, 2, 13]
[6, 14, 0, 5, 1, 11]
[6, 13, 3, 4, 3, 8]
[11, 38, 0, 5, 3, 11]
[58, 890, 1, 5, 4, 16]
[10, 29, 4, 5, 4, 9]
[10, 27, 0, 5, 3, 7]
[6, 18, 2, 3, 3, 9]
[6, 13, 3, 4, 3, 8]
[3, 5, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 6]
[9, 23, 0, 5, 3, 8]
[3, 5, 0, 4, 1, 6]
[12, 73, 3, 3, 3, 5]
[2, 3, 0, 3, 0, 19]
[5, 9, 0, 4, 1, 22]
[5, 11, 0, 2, 1, 3]
[7, 22, 0, 4, 2, 14]
[6, 11, 0, 3, 2, 7]
[29, 241, 10, 5, 6, 14]
[3, 5, 0, 3, 0, 10]
[3, 6, 0, 2, 0, 24]
[25, 157, 6, 5, 5, 11]
[3, 6, 0, 2, 1, 4]
[3, 4, 0, 2, 0, 8]
[2, 2, 0, 1, 0, 4]
[7, 23, 0, 3, 2, 7]
[12, 72, 0, 4, 3, 6]
[6, 14, 0, 3, 1, 5]
[6, 14, 0, 3, 1, 5]
[14, 55, 0, 5, 3, 11]
[2, 4, 0, 1, 0, 15]
[2, 3, 0, 3, 0, 12]
[29, 288, 2, 5, 4, 10]
[2, 3, 0, 3, 0, 14]
[14, 90, 6, 4, 5, 14]
[2, 4, 0, 1, 0, 5]
[4, 7, 0, 2, 1, 3]
[4, 7, 0, 2, 1, 3]
[5, 11, 0, 2, 1, 3]
[5, 11, 0, 2, 1, 3]
[4, 7, 0, 2, 1, 7]
[4, 7, 0, 2, 1, 5]
[2, 2, 0, 1, 0, 5]
[5, 15, 0, 1, 1, 2]
[14, 17, 0, 105, 4, 16]
[5, 11, 0, 3, 1, 6]
[14, 17, 0, 120, 5, 18]
[15, 101, 0, 4, 3, 13]
[10, 40, 0, 4, 2, 9]
[10, 37, 0, 5, 3, 8]
[9, 44, 0, 3, 2, 9]
[14, 83, 2, 5, 3, 9]
[5, 19, 0, 2, 1, 9]
[19, 131, 0, 4, 3, 11]
[20, 113, 0, 4, 3, 12]
[9, 30, 2, 3, 3, 14]
[15, 73, 13, 5, 7, 13]
[11, 45, 2, 4, 3, 9]
[38, 330, 1, 4, 3, 10]
[4, 7, 0, 2, 1, 21]
[6, 11, 0, 4, 1, 7]
[3, 3, 0, 3, 0, 5]
[3, 5, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 4]
[3, 5, 0, 3, 0, 4]
[5, 6, 0, 4, 1, 9]
[7, 21, 2, 3, 3, 7]
[7, 25, 0, 2, 1, 8]
[3, 5, 0, 3, 0, 8]
[5, 12, 2, 3, 2, 15]
[2, 2, 0, 1, 0, 9]
[10, 23, 1, 4, 2, 8]
[2, 3, 0, 3, 0, 7]
[7, 21, 3, 3, 3, 7]
[2, 4, 0, 1, 0, 3]
[3, 5, 0, 3, 0, 3]
[5, 9, 0, 4, 1, 21]
[13, 73, 0, 4, 3, 8]
[4, 7, 2, 3, 2, 17]
[4, 7, 2, 3, 2, 26]
[7, 19, 0, 3, 2, 4]
[6, 13, 6, 4, 4, 13]
[3, 5, 0, 3, 0, 4]
[5, 9, 0, 4, 1, 7]
[21, 129, 0, 4, 2, 6]
[2, 2, 0, 1, 0, 10]
[2, 2, 0, 1, 0, 6]
[2, 2, 0, 1, 0, 6]
[2, 2, 0, 1, 0, 10]
[2, 3, 0, 3, 0, 23]
[2, 2, 0, 1, 0, 15]
[17, 62, 0, 5, 3, 11]
[1, 1, 0, 1, 0, 2]
[1, 1, 0, 1, 0, 2]
[3, 6, 0, 2, 1, 6]
[6, 17, 3, 4, 3, 6]
[5, 16, 0, 3, 1, 20]
[5, 11, 0, 3, 2, 10]
[4, 6, 0, 4, 1, 11]
[2, 4, 0, 1, 0, 6]
[4, 7, 0, 2, 1, 8]
[9, 39, 1, 3, 2, 11]
[10, 48, 0, 2, 2, 11]
[3, 5, 0, 3, 0, 11]
[21, 81, 0, 5, 4, 7]
[2, 4, 0, 1, 0, 7]
[2, 2, 0, 1, 0, 3]
[1, 1, 0, 1, 0, 1]
[6, 14, 0, 3, 1, 13]
[4, 6, 0, 4, 1, 6]
[11, 64, 0, 3, 3, 27]
[9, 29, 0, 4, 3, 30]
[6, 16, 0, 3, 2, 35]
[9, 38, 1, 3, 3, 8]
[5, 9, 0, 4, 1, 5]
[7, 16, 1, 4, 2, 7]
[2, 4, 0, 1, 0, 5]
[17, 132, 0, 3, 3, 16]
[27, 409, 0, 2, 2, 25]
[6, 11, 0, 4, 1, 12]
[6, 14, 0, 4, 2, 15]
[5, 9, 0, 4, 1, 5]
[11, 47, 6, 5, 4, 9]
[3, 5, 0, 3, 0, 6]
[10, 31, 6, 5, 7, 14]
[21, 139, 0, 4, 3, 10]
[7, 25, 0, 3, 2, 8]
[2, 4, 0, 1, 0, 4]
[6, 16, 0, 3, 2, 4]
[8, 32, 0, 4, 2, 8]
[6, 16, 0, 3, 2, 4]
[6, 11, 0, 4, 1, 6]
[4, 11, 0, 2, 1, 4]
[4, 7, 0, 2, 1, 4]
[4, 7, 0, 2, 1, 4]
[4, 7, 0, 2, 1, 4]
[4, 7, 0, 2, 1, 4]
[7, 20, 0, 4, 2, 7]
[4, 7, 0, 2, 1, 4]
[4, 7, 0, 2, 1, 4]
[6, 22, 0, 2, 2, 20]
[22, 137, 0, 5, 3, 10]
[52, 1117, 1, 4, 4, 13]
[14, 89, 1, 3, 2, 13]
[15, 69, 0, 4, 2, 13]
[26, 225, 1, 4, 4, 11]
[33, 418, 0, 5, 6, 14]
[11, 55, 1, 4, 3, 16]
[9, 43, 0, 2, 2, 27]
[5, 11, 0, 2, 1, 35]
[7, 22, 0, 4, 2, 27]
[10, 42, 0, 2, 1, 6]
[9, 44, 0, 2, 2, 5]
[10, 38, 1, 3, 2, 10]
[2, 4, 0, 1, 0, 3]
[3, 5, 0, 3, 0, 9]
[13, 31, 0, 2, 1, 6]
[5, 16, 2, 3, 3, 6]
[4, 7, 2, 3, 2, 5]
[3, 6, 0, 2, 1, 7]
[9, 28, 0, 4, 3, 17]
[16, 65, 0, 4, 2, 12]
[3, 1, 0, 9, 0, 6]
[4, 6, 0, 4, 1, 4]
[12, 73, 3, 3, 3, 11]
[3, 6, 0, 2, 1, 4]
[12, 73, 3, 3, 3, 12]
[5, 9, 0, 4, 1, 22]
[7, 25, 0, 1, 1, 8]
[6, 7, 0, 15, 0, 18]
[12, 62, 1, 3, 2, 18]
[13, 97, 0, 3, 3, 5]
[9, 47, 0, 4, 2, 22]
[16, 138, 0, 5, 3, 18]
[3, 3, 0, 3, 0, 17]
[10, 27, 3, 4, 4, 14]
[69, 455, 1, 4, 3, 9]
[33, 308, 6, 4, 4, 17]
[21, 159, 1, 4, 5, 11]
[3, 5, 0, 3, 0, 33]
[12, 82, 0, 4, 2, 26]
[4, 12, 0, 2, 1, 10]
[3, 5, 0, 3, 0, 3]
[59, 1083, 1, 5, 4, 11]
[2, 3, 0, 3, 0, 8]
[7, 11, 0, 14, 0, 138]
[17, 153, 1, 3, 4, 10]
[3, 5, 0, 1, 0, 6]
[4, 6, 0, 1, 0, 3]
[4, 11, 0, 2, 1, 10]
[3, 5, 0, 3, 0, 16]
[17, 105, 0, 5, 4, 12]
[6, 24, 1, 2, 2, 9]
[5, 10, 0, 4, 2, 13]
[23, 241, 2, 3, 4, 8]
[9, 48, 2, 3, 2, 7]
[2, 4, 0, 1, 0, 25]
[3, 7, 0, 2, 1, 12]
[2, 4, 0, 1, 0, 9]
[2, 4, 0, 1, 0, 9]
[2, 3, 0, 3, 0, 11]
[2, 3, 0, 3, 0, 9]
[20, 154, 0, 5, 5, 24]
[17, 114, 0, 5, 4, 12]
[3, 5, 0, 3, 0, 3]
[5, 13, 0, 3, 1, 18]
[2, 4, 0, 1, 0, 9]
[2, 4, 0, 1, 0, 17]
[4, 6, 0, 4, 1, 9]
[7, 21, 5, 3, 3, 9]
[5, 10, 0, 4, 1, 14]
[4, 9, 0, 1, 1, 21]
[14, 74, 0, 3, 3, 16]
[34, 90, 0, 60, 14, 14]
[3, 5, 0, 3, 0, 33]
[5, 9, 0, 4, 1, 22]
[34, 343, 2, 4, 5, 10]
[7, 25, 1, 4, 2, 9]
[2, 2, 0, 1, 0, 4]
[12, 62, 0, 4, 2, 30]
[4, 7, 0, 3, 1, 17]
[23, 285, 4, 4, 3, 13]
[21, 128, 2, 4, 3, 18]
[20, 141, 1, 4, 3, 22]
[4, 9, 0, 3, 1, 7]
[9, 28, 0, 3, 1, 18]
[6, 11, 0, 4, 1, 24]
[7, 23, 1, 3, 2, 11]
[2, 3, 0, 3, 0, 19]
[12, 51, 0, 4, 2, 9]
[6, 13, 0, 4, 2, 8]
[3, 6, 0, 2, 0, 12]
[2, 2, 0, 1, 0, 5]
[6, 16, 0, 3, 2, 18]
[7, 25, 2, 3, 2, 8]
[3, 4, 0, 2, 0, 10]
[7, 25, 2, 3, 2, 9]
[8, 28, 0, 3, 1, 9]
[2, 3, 0, 3, 0, 4]
[5, 10, 0, 4, 2, 8]
[3, 5, 0, 3, 0, 10]
[3, 5, 0, 3, 0, 10]
[2, 2, 0, 1, 0, 6]
[7, 25, 1, 3, 2, 8]
[6, 11, 0, 3, 1, 19]
[35, 610, 1, 4, 3, 22]
[9, 32, 0, 3, 2, 18]
[7, 15, 0, 5, 2, 37]
[17, 104, 0, 5, 3, 11]
[8, 31, 1, 3, 2, 10]
[17, 151, 2, 4, 4, 28]
[3, 6, 0, 2, 0, 7]
[5, 9, 0, 4, 1, 5]
[6, 15, 0, 3, 1, 7]
[16, 92, 0, 4, 2, 9]
[45, 486, 2, 4, 3, 11]
[3, 3, 0, 3, 0, 5]
[6, 15, 0, 3, 1, 7]
[6, 15, 0, 3, 1, 7]
[10, 46, 0, 4, 2, 6]
[11, 57, 0, 4, 2, 6]
[12, 69, 0, 5, 2, 6]
[12, 69, 0, 5, 2, 6]
[3, 5, 0, 3, 0, 15]
[16, 55, 0, 4, 2, 32]
[3, 5, 0, 3, 0, 15]
[2, 2, 0, 1, 0, 15]
[8, 33, 0, 3, 2, 8]
[5, 9, 0, 4, 1, 6]
[10, 57, 0, 3, 2, 23]
[6, 12, 0, 4, 1, 17]
[6, 12, 0, 4, 1, 19]
[2, 3, 0, 3, 0, 4]
[6, 11, 0, 4, 1, 23]
[5, 12, 1, 3, 2, 19]
[3, 4, 0, 2, 0, 10]
[6, 10, 0, 4, 1, 5]
